container_chain,member_chain,depth,parent_narc_path,parent_file_id,member_index,name,container_relative_offset,container_relative_end,gmif_relative_offset,gmif_relative_end,size,sha256,signature_hex,extension,probable_format,format_evidence,structure_valid,compressed,compression,compression_evidence,decompression_supported,declared_decompressed_size,decompression_valid,decompressed_size,decompressed_sha256,decompressed_format,decompressed_format_evidence,nested_container,nested_after_decompression
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00273,0,/itemtool/itemdata/pl_item_data.narc,376,273,,13448,13482,9828,9862,34,4c70073e327930447fd4cb8826802a22510ed19608d9178dda1c74f37cdec5ed,64007b0000000a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00274,0,/itemtool/itemdata/pl_item_data.narc,376,274,,13484,13518,9864,9898,34,e52a1118936d0b06307d4aa13626456e98c1e801aa64be34f28986acd0667a4d,c8007c1e00000a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00275,0,/itemtool/itemdata/pl_item_data.narc,376,275,,13520,13554,9900,9934,34,0a20d5db731b4d693bc72e7e9c0067ad82eb2f8d5d151db15b5480abaa167101,c8007d0000000a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00276,0,/itemtool/itemdata/pl_item_data.narc,376,276,,13556,13590,9936,9970,34,51832667a92c87c0d7840b0f6a17a4fc6b29e12f3e1ca7a124d6a319191ecb46,e8037e1400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00277,0,/itemtool/itemdata/pl_item_data.narc,376,277,,13592,13626,9972,10006,34,edb155c8a2fe6cdd2d58f9cb82ba0cdee930aa51fc6de471af0a2602fd594427,e8037f1400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00278,0,/itemtool/itemdata/pl_item_data.narc,376,278,,13628,13662,10008,10042,34,4c0a766f0e7e74b72f6b9f7b5fd06878b45250641cd86d0442a8fdbb3f22ccd8,e803801400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00279,0,/itemtool/itemdata/pl_item_data.narc,376,279,,13664,13698,10044,10078,34,28e745a9beb6b777bf5894be7594f7c5c58134a5b098b893e0e0f0210a217706,e803811400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00280,0,/itemtool/itemdata/pl_item_data.narc,376,280,,13700,13734,10080,10114,34,74623d82bf263e8041c74bcf1d60c690aee5edc1ba21a5814c01079a624653c7,e803821400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00281,0,/itemtool/itemdata/pl_item_data.narc,376,281,,13736,13770,10116,10150,34,cd72cd708179795d9591133620ac3b12cd7ee880524b6ae4588cbe7b5954f210,e803831400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00282,0,/itemtool/itemdata/pl_item_data.narc,376,282,,13772,13806,10152,10186,34,5037241863816ecb86121dd42023cf732c7d259f4aa8e22f1c82c32077f797fc,e803841400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00283,0,/itemtool/itemdata/pl_item_data.narc,376,283,,13808,13842,10188,10222,34,493bf09ecd16f4b78e7e0b06dc9fb0c4df1f112c82df51ac94ed7cb16539420f,e803851400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00284,0,/itemtool/itemdata/pl_item_data.narc,376,284,,13844,13878,10224,10258,34,9607e0f430730c5cb9e8e37e6a329760ee2451abb0096cdeba0102c5891e2006,e803861400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00285,0,/itemtool/itemdata/pl_item_data.narc,376,285,,13880,13914,10260,10294,34,1ca177a8786b9562ef1a1db9c3384e1de3785be77e077f6326faf435649a45d9,e803871400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00286,0,/itemtool/itemdata/pl_item_data.narc,376,286,,13916,13950,10296,10330,34,830f3324b7f2321e0614e7d9f05b5a34a04771aa4d5c0d9f1baf10ad8f7c0fc4,e803881400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00287,0,/itemtool/itemdata/pl_item_data.narc,376,287,,13952,13986,10332,10366,34,9a041979a4729af5af37939b2630b86dfe45154e6aabd96f76c1f796f7740053,e803891400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00288,0,/itemtool/itemdata/pl_item_data.narc,376,288,,13988,14022,10368,10402,34,4b658732cc27d39c75cd32ec01fb1f6606f2e60a1e900230a029335db7fe275a,e8038a1400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00289,0,/itemtool/itemdata/pl_item_data.narc,376,289,,14024,14058,10404,10438,34,e2937ee1d48997f3e0023a23093588848803279e9a5cff4c476673bec78288fa,e8038b1400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00290,0,/itemtool/itemdata/pl_item_data.narc,376,290,,14060,14094,10440,10474,34,60102b480bed7e646b220f474a4004843079839b1e0eabb84c0b79d5310727d9,e8038c1400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00291,0,/itemtool/itemdata/pl_item_data.narc,376,291,,14096,14130,10476,10510,34,87fd8e14d82c24cd8b45e50bd784ccd264d5d45a931d9eadb911262d12b1b0a6,e8038d1400005a001f00000000000000,,,,,False,,,,,,,,,,False,False
/itemtool/itemdata/pl_item_data.narc,/itemtool/itemdata/pl_item_data.narc!/member_00292,0,/itemtool/itemdata/pl_item_data.narc,376,292,,14132,14166,10512,10546,34,ea5b5b06119ff525334f7cbdda98ab2fe7690f066b14ea4709635cb63aec19b4,8025531400000a001f00000000000000,,,,,False,,,,,,,,,,False,False
