file_id,path,start,end,size
441,resource/kor/pokelist/pl_plist_gra.narc,100623872,100663980,40108
442,resource/kor/pokelist/plist_gra.narc,100664320,100704428,40108
443,resource/kor/pokemon_trade/fld_trade.narc,100704768,100705172,404
444,resource/kor/poketch/poketch.narc,100705280,100764748,59468
445,resource/kor/scratch/scratch.narc,100765184,100927852,162668
446,resource/kor/slot/slot.narc,100928000,101016388,88388
447,resource/kor/title/titledemo.narc,101016576,101227576,211000
448,resource/kor/touch_subwindow/touch_subwindow.narc,101228032,101230456,2424
449,resource/kor/trainer_case/trainer_case.narc,101230592,101471552,240960
450,resource/kor/vs_demo/vs_demo_gra.narc,101471744,101516160,44416
451,resource/kor/wifi_lobby_minigame/wlmngm_tool.narc,101516288,101626548,110260
452,resource/kor/zukan/zukan.narc,101626880,101700416,73536
453,wazaeffect/we.arc,56107520,56363340,255820
454,wazaeffect/we_sub.narc,56363520,56375844,12324
455,wazaeffect/effectclact/wecell.narc,56453632,56459004,5372
456,wazaeffect/effectclact/wecellanm.narc,56459264,56463952,4688
457,wazaeffect/effectclact/wechar.narc,56464384,56497460,33076
458,wazaeffect/effectclact/wepltt.narc,56497664,56502144,4480
459,wazaeffect/effectdata/ball_particle.narc,67853312,68155692,302380
460,wazaeffect/effectdata/waza_particle.narc,68155904,70574996,2419092
