file_id,path,offset,end,size,sha256,extension,format,signature_hex
143,/arc/plgym_ghost.narc,94914560,94919496,4936,fea0e03cf050766290a9879d3a879a9a1b5233638f659a16d856357eeceb0d88,.narc,NARC archive,4e415243feff00014813000010000300
144,/arc/ppark.narc,94919680,94922700,3020,78ed2c1252ca3d76324b60f2fedbb7f20bc84e3ac08f55f87aa1e7ac38173528,.narc,NARC archive,4e415243feff0001cc0b000010000300
145,/arc/ship_demo.narc,94922752,95017816,95064,b596db0ce389ad0b3bbb3dbe4112f8e9306a3b7519036eeac6cb0ff7f36931fd,.narc,NARC archive,4e415243feff00015873010010000300
146,/arc/ship_demo_pl.narc,95017984,95080020,62036,51ed04d5368d25939554343d4d0f07911e25475ee36177e2b647bf351bc29efb,.narc,NARC archive,4e415243feff000154f2000010000300
147,/arc/tv.narc,95080448,95081608,1160,a3359d3195b49df46f6cb06007f3eac826231cce9cec91bb6dfecd281bb7c7d3,.narc,NARC archive,4e415243feff00018804000010000300
148,/battle/b_pl_stage/pl_bsdpm.narc,96194560,96206084,11524,756b1456bc7e219e4c9d13f79d61fd2e7c1911a360bd31a88ae7500f384c67b6,.narc,NARC archive,4e415243feff0001042d000010000300
149,/battle/b_pl_tower/pl_btdpm.narc,96206336,96229212,22876,db14c00f0c288755fff0d10728605d612aa64fa85ecde42eaff55de16662d9ec,.narc,NARC archive,4e415243feff00015c59000010000300
150,/battle/b_pl_tower/pl_btdtr.narc,96229376,96266536,37160,69d17bcc62e4bb0f246bd6546d1299205413ff1e12bd9655b19f3735a21419b4,.narc,NARC archive,4e415243feff00012891000010000300
151,/battle/b_tower/btdpm.narc,95395840,95418716,22876,776d9ad316bd6a9d97f45ca6dc5405dbf2e3e96f75a36118619bcad4081bec6c,.narc,NARC archive,4e415243feff00015c59000010000300
152,/battle/b_tower/btdtr.narc,95418880,95452608,33728,9d8e016906e413d77a3a30856764f7605c03b9c0d956601e6262a4918b0f0040,.narc,NARC archive,4e415243feff0001c083000010000300
153,/battle/graphic/b_bag_gra.narc,54593536,54613764,20228,1bad36d04c4462f5e43df643f0f2bb388f0230e917253d66401db9e2ae39ed7b,.narc,NARC archive,4e415243feff0001044f000010000300
154,/battle/graphic/batt_bg.narc,54614016,55254140,640124,bcf2c24ae32b38a546b9b293b16af3782b706fd6dc5ec9d58c1e245655ce05ab,.narc,NARC archive,4e415243feff00017cc4090010000300
155,/battle/graphic/pl_batt_bg.narc,55254528,56107300,852772,6a6d0ce93ba75c6a6fd505eb036dad677de74b696015277f30e3baece55c57b0,.narc,NARC archive,4e415243feff000124030d0010000300
156,/battle/skill/be_seq.narc,56376320,56393260,16940,03157b91d68c906f5485345d6558398202df83875d233fab2e2fa4ca556d2b17,.narc,NARC archive,4e415243feff00012c42000010000300
157,/battle/skill/sub_seq.narc,56393728,56446924,53196,f92484a1b43efb7458e5c621da02e126aa38e547d609dbd109a450a4189f0d8d,.narc,NARC archive,4e415243feff0001cccf000010000300
158,/battle/skill/waza_seq.narc,56446976,56453392,6416,ac543204e98c81493f8cdc88eeb0397d49c3eef24c120a187482bcce517718e2,.narc,NARC archive,4e415243feff00011019000010000300
159,/battle/tr_ai/tr_ai_seq.narc,93272576,93315024,42448,74b17cd373c63c5aa9fa5e7e909c7037f768b443c726eee51ed0f0278efd709d,.narc,NARC archive,4e415243feff0001d0a5000010000300
160,/contest/data/contest_data.narc,92873216,92887356,14140,7cf7c17d07b805fc4d6c65b7b23e6d25b0b94e87f5cf0d729c308ed2b1b9496f,.narc,NARC archive,4e415243feff00013c37000010000300
161,/data/arealight.narc,4414464,4422840,8376,a8cf7c77d702ad19247950ae5390c484fcd5abbd80592a9d1196cf9ed39e452d,.narc,NARC archive,4e415243feff0001b820000010000300
162,/data/battle_win.NSCR,4423168,4425252,2084,786c211effb3f47630ba88c443d2b11ad815f99affab9802586f129015423dd6,.nscr,,5243534efffe00012408000010000100
163,/data/btower_canm.resdat,4425728,4425780,52,2c906d1ffb6a67209ee3c8daac86ac095bc3f39e8257657703b5c6a5f3f8b57e,.resdat,,030000007b0000000300000000000000
164,/data/btower_celact.cldat,4426240,4426304,64,1f123e9d1801e4ef8fb0a0f49a75db77f38c3a3b94ad347f207c1ab10dbc2817,.cldat,,00000000000000000000000000000000
165,/data/btower_cell.resdat,4426752,4426804,52,a74a51eb2d927d8606797f195359808db51e8724784d4a4682ccb5a030172107,.resdat,,020000007b0000000200000000000000
166,/data/btower_chr.resdat,4427264,4427316,52,3203fffb886d328c3fb529e78c7ed5d3d6fac9cb12b46a5c7fb2e998f36bcd15,.resdat,,000000007b0000000100000000000000
167,/data/btower_pal.resdat,4427776,4427828,52,a25715710de58cb59ab60219bf75930fd58050a96f1e325555a46a64f4a4eace,.resdat,,010000007b0000000000000000000000
168,/data/cell0.NCGR,4428288,4436528,8240,744e07505e4c80a62df7782d14db317152aa090363ffe40fcada29b463d6c509,.ncgr,NCGR graphics,5247434efffe00013020000010000100
169,/data/cell0.NCLR,4436992,4437544,552,ec23e08f70ec23bef86883d2025ea41a518f4c41bf0b61a7427853502a95d9f4,.nclr,NCLR palette,524c434efffe00012802000010000100
170,/data/clact_default.NANR,4438016,4438127,111,30249884bd91f10bc9d4e13e7b1495f09991b6f488405a0cdbb61cfb402d10ca,.nanr,NANR animation,524e414efffe00016f00000010000300
171,/data/crystal.nsbmd,4438528,4441860,3332,67ea106ff319b63062afd6927e4ca022966cd550cc937cb1ceb1920ba35f46bf,.nsbmd,NSBMD model,424d4430fffe0200040d000010000200
172,/data/demo_climax.narc,4442112,4914732,472620,18d011c800914e0410979a16996dcdf6cca15ba384aa85d9973a769ab6def94e,.narc,NARC archive,4e415243feff00012c36070010000300
173,/data/dp_areawindow.NCGR,4915200,4915568,368,25a619fba61e036c8bee2595996ef4a480f84d31f6601018c7915549bb971f51,.ncgr,NCGR graphics,5247434e000000016801000010000100
174,/data/dp_areawindow.NCLR,4915712,4916264,552,6e5afdca34a65cd2adccd5de0c3e026fe76488afa707bfaed2eca788161ca4c2,.nclr,,5250434e000000012002000010000100
175,/data/dt_test_celact.txt,4916736,4916790,54,657d5de29b925e3eaf5ae872783367f10475b5c0f90bfcd5043cb1abdb69d85e,.txt,Nintendo RLE,302c302c302c302c6e2c6e2c302c302c
176,/data/dt_test_res_cell.txt,4917248,4917286,38,c8389498002fe33ab42c1090e38ff07579d464ddbfac95a20829dbf0b7d7fdb0,.txt,,322c302c0d0a646174612f75675f6865
177,/data/dt_test_res_cellanm.txt,4917760,4917798,38,cbe867be063be570f1fbc6fcdfb5b879ad308c06326bd8ecf53436ebe6e6557d,.txt,,332c302c0d0a646174612f75675f6865
178,/data/dt_test_res_char.txt,4918272,4918315,43,385fccd82bc01a6cac1ed7e0ca5bdcc2f21f6822014c8f834f1507e8df120988,.txt,Nintendo RLE,302c302c0d0a646174612f75675f626f
179,/data/dt_test_res_multi.txt,4918784,4918800,16,8b908000b9cf297550ff4b4a08e641b2122597f77232d9dba5422afdb23a198a,.txt,,342c302c0d0a652c652c652c652c0d0a
180,/data/dt_test_res_multianm.txt,4919296,4919312,16,1b97c2f67dccdc6b480d4982764c8cedeaf4d055b845ab7fb6373e12874d9496,.txt,,352c302c0d0a652c652c652c652c0d0a
181,/data/dt_test_res_pltt.txt,4919808,4919853,45,4bb2f67548edddd0d90a4344eaa0d1da254b6150ecfd6a045226ff33aa882f57,.txt,,312c302c0d0a646174612f75675f626f
182,/data/dun_sea.nsbtx,4920320,4921720,1400,39c857f5b0fb8e0c07c161c838d0faa4a9f7c06a99fa432f4e4e92d70f59ee4e,.nsbtx,NSBTX texture,42545830fffe01007805000010000100
183,/data/eoo.dat,4921856,5395456,473600,73806dca4675ca5be6cc0be910cfb13dd16e232286e4f6280fa9bd82a474cd52,.dat,,4e494e54454e444f202020204e54524a
184,/data/exdata.dat,5395456,5395748,292,d25f106d39d48484fb0944d9b9d2706a17885ed46702abbef4402e9b4bed4f0d,.dat,,00000000600000009000000024060000
185,/data/field_cutin.narc,5395968,5419040,23072,e98a6112a721d81460c9b2eaa154f0eb53bf54f77904b921b218f2d98ca1f135,.narc,NARC archive,4e415243feff0001205a000010000300
186,/data/fld_anime0.bin,5419520,5419592,72,1ec9b817623b914aa1336af423f5c0a0172ad74a1a0049eef79a3e0becfde53b,.bin,,646174612f6d696e696d756d2e6e7362
187,/data/fld_anime1.bin,5420032,5420104,72,7f72c84bb5552e478dcc27bb339be852876f8c3f0b7d1774d2e7bb6fefbd9fee,.bin,,646174612f6d696e697268616e612e6e
188,/data/fld_anime10.bin,5420544,5420616,72,c19e0811ae7000f211bc8e1d23590e14e22480adfd275c20267124db8970095a,.bin,,646174612f6c616b655f616e696d2e6e
189,/data/fld_anime2.bin,5421056,5421128,72,a2b9cb0bb30abe7eccb0a1d2793407d4da6c9c3b15c33a5bbde1aaef6f4b5e63,.bin,,646174612f6d696e696173617365612e
190,/data/fld_anime3.bin,5421568,5421640,72,84a53ae8352350e35582de2710b79dfcb6db44ae3a189be0ac9a68a807283785,.bin,,646174612f6d696e6968616d6162652e
191,/data/fld_anime4.bin,5422080,5422152,72,5978dbb7f77e96e630e931cbc6d34e2b487adde774d3e203f9727e931d9de7d2,.bin,,646174612f6d696e6961736168616d61
192,/data/fld_anime5.bin,5422592,5422664,72,de96fcc88817b1797ff20ad9774546b8b391b6e3c61d3dad801dec93d321c14c,.bin,,646174612f74335f666c5f622e6e7362
193,/data/fld_anime6.bin,5423104,5423176,72,81fbe84c6fa50dc51d6063d914754783933b824243f3c2041584029d6116d0f5,.bin,,646174612f74335f666c5f702e6e7362
194,/data/fld_anime7.bin,5423616,5423688,72,f44ac96d074f591823ba68aa7d928479f6597aded2002eff8301f41216b15d23,.bin,,646174612f74335f666c5f722e6e7362
195,/data/fld_anime8.bin,5424128,5424200,72,49908acbeaec47bcc9b0e1a35730391a3c24f8fba4b9689a4240723e39166c1e,.bin,,646174612f74335f666c5f792e6e7362
196,/data/fld_anime9.bin,5424640,5424712,72,7da5c71f81701b46246603a08a4773600a55e6df79050d91b20c6773a7bc73a6,.bin,,646174612f64756e5f7365612e6e7362
197,/data/fldtanime.narc,5425152,5579792,154640,d54244a74840303dff286cb6d06d784b2e7e890ec6986753fddc1a10b3eacf40,.narc,NARC archive,4e415243feff0001105c020010000300
198,/data/fs_kanban.nsbca,5580288,5582324,2036,41b95f6d1c3e3bfac512d44d17669a94843e21439c6bd4275933464139129b24,.nsbca,NSBCA animation,42434130fffe0100f407000010000100
199,/data/ground0.NCGR,5582336,5615152,32816,11c41561e7436491dcfec563b5acdc60ad5a4bbb26ca5b5ead43762eec4c6722,.ncgr,NCGR graphics,5247434efffe00013080000010000100
200,/data/ground0.NCLR,5615616,5616168,552,35263e138d7e792ea5509bacd9c44e25e77028dbbccf39b48f76a5249d5b3e0a,.nclr,NCLR palette,524c434efffe00012802000010000100
201,/data/ground0.NSCR,5616640,5618724,2084,3ab3b003d343c067cc9b3e9c45fdd2ebe2ff4d8e4d2fe0a2bab0cbc4d028b16a,.nscr,,5243534efffe00012408000010000100
202,/data/guru2.narc,5619200,5810924,191724,8c3a803c0a2c3d5d5600c5d281df52dca9c39f3225ffac1e5430873cc4a439ba,.narc,NARC archive,4e415243feff0001ecec020010000300
203,/data/kemu_itpconv.dat,5811200,5811220,20,e985fdcdde6952900c40e69ebb53010e24cbb5d7370a604962dc8104fe3d8f18,.dat,,04000000000003000600090000010203
204,/data/lake_anim.nsbtx,5811712,5816144,4432,b474bda5a56416dee86d57f43f17414265e91477b5990b00aa3a6d145d12d4af,.nsbtx,NSBTX texture,42545830fffe01005011000010000100
205,/data/miniasahamabe.nsbtx,5816320,5820808,4488,753ea89fce5bf92a8f65ea5a4d7a90f774fc282f54ea97d999ce9203fde63f36,.nsbtx,NSBTX texture,42545830fffe01008811000010000100
206,/data/miniasasea.nsbtx,5820928,5822328,1400,bc976c5218b1ce8561ff47c0a7cac4b560a7128439e2e173f4cba2476f68b3d6,.nsbtx,NSBTX texture,42545830fffe01007805000010000100
207,/data/minihamabe.nsbtx,5822464,5826952,4488,cb3d2f02227509848d1623fa39f42bc171c8337da3605a89076a286450a19382,.nsbtx,NSBTX texture,42545830fffe01008811000010000100
208,/data/minimum.nsbtx,5827072,5828472,1400,155a8541e3c57084d98af2463ee9530f9b45bf7bd1e4c403d0e56defa47510b9,.nsbtx,NSBTX texture,42545830fffe01007805000010000100
209,/data/minirhana.nsbtx,5828608,5829320,712,ebfa325c84a395484192f52d2b103974efdf9c0f27506eee728b8f9409033d23,.nsbtx,NSBTX texture,42545830fffe0100c802000010000100
210,/data/nfont.NCGR,5829632,5862448,32816,e410717b2e20e7480fd141fb3d03cb5da2b3b847f879957466bed40c1b0341b7,.ncgr,NCGR graphics,5247434efffe00013080000010000100
211,/data/nfont.NCLR,5862912,5863464,552,0bf22d2454070563b5620cee5d7ae0f5a730b26ee5a201cbfd320262972df9b5,.nclr,NCLR palette,524c434efffe00012802000010000100
212,/data/pc.nsbca,5863936,5864332,396,7aa84debb0c59cef33397f91465936db833e7f3988665faf4f371d4fbe62c450,.nsbca,NSBCA animation,42434130fffe01008c01000010000100
213,/data/pl_wifi.ncgr,5864448,5865024,576,d43dc9dedac998e67448e69e7f9f31732528154b672f6cc6e2efa522c5751524,.ncgr,NCGR graphics,5247434efffe01014002000010000200
214,/data/pl_wm.ncgr,5865472,5866048,576,ced58383a0c9395fe6975f2cef706e2e7b527e4dd4006ea1276555412dfc4bf7,.ncgr,NCGR graphics,5247434efffe01014002000010000200
215,/data/pl_wm.nclr,5866496,5867048,552,b087be2bd632abd639697f70afbd955d2e51ab5205ef8a991f9490af54e526d2,.nclr,NCLR palette,524c434efffe00012802000010000100
216,/data/plist_canm.resdat,5867520,5867716,196,6aefb4083e39d953bfb0a8f6dd0331fdec3e5780d4d57b6767bbab3a4dd2cca4,.resdat,,03000000140000000000000000000000
217,/data/plist_cell.resdat,5868032,5868228,196,55e6332f0852f988a2cc713b23b98064032d246e0fc20ece0113b650e5b49f38,.resdat,,02000000140000000100000000000000
218,/data/plist_chr.resdat,5868544,5868860,316,4400362e841a88126c3f1ef31f38b21fb9beb5ca69bbd92d71b1061205d98820,.resdat,,00000000140000000200000000000000
219,/data/plist_h.cldat,5869056,5869472,416,8278e86c245bd6a3e22a2a360c9c33f593d2327467e0257c8594e8ac787afb9c,.cldat,,00000000000000000000000000000000
220,/data/plist_pal.resdat,5869568,5869716,148,f1abc76d96d88132168ad73dfd850c6e6b875a7ec54948e7e9f2ac09998567c7,.resdat,,01000000140000000800000000000000
221,/data/porucase_canm.resdat,5870080,5870156,76,9bdcc1919c667a68fb4cbfbfe4fb7a0b3e112c8052b82d4026bd54ede817729e,.resdat,,03000000530000000700000000000000
222,/data/porucase_celact.cldat,5870592,5870688,96,98da22b91ed5487b9daa2d1b200c150b6dfea5a8c0426fb2dffc204848b15fd6,.cldat,,00000000000000000000000000000000
223,/data/porucase_cell.resdat,5871104,5871180,76,ae15f03165e11e9126cabd75e06573794ad6079c74d63b27193c9bed592734e0,.resdat,,02000000530000000600000000000000
224,/data/porucase_chr.resdat,5871616,5871692,76,c42ad0ab9664ac46b9a6db1f1e38391fafb210d8113519166126cb268d0b88e5,.resdat,,00000000530000000400000000000000
225,/data/porucase_pal.resdat,5872128,5872180,52,a31b47ea496719503fc802d7e87541a3585423b0392150aa9432827358e05269,.resdat,,01000000530000000100000000000000
226,/data/pst_canm.resdat,5872640,5873076,436,566a85d13cb2f048298d5728c3f2bf711a0a06066120075e1e0b843d229cf9a1,.resdat,,03000000270000002f00000000000000
227,/data/pst_cell.resdat,5873152,5873588,436,8e83f1caed1a67437574c65c0eb06117002ef3c831aeedf5693869fac7d5cdb1,.resdat,,02000000270000003000000000000000
228,/data/pst_chr.resdat,5873664,5874724,1060,eacc4dbe1f694a02c94f309a0b5feb9ed52af16826a8305be162eb373aaf5df5,.resdat,,00000000270000001500000000000000
229,/data/pst_h.cldat,5875200,5876608,1408,436de87b1b9a4ac7a078b9db17453fe86567207c252d5245f03083f8d974512e,.cldat,,00000000060000000000000000000000
230,/data/pst_pal.resdat,5876736,5876908,172,87a5957cf29fb9533656d475503784f95950ef1933a4550c3e0452aef488cbac,.resdat,,01000000270000004500000000000000
231,/data/shop_canm.resdat,5877248,5877348,100,823fcb63ac3823f4465aa0ff1e3f1aad19d9e55b474de831c9068055b91e2b65,.resdat,,030000003e0000000600000000000000
232,/data/shop_cell.resdat,5877760,5877860,100,eb0b7ead8bac9b90762be6f339fe2504f489fe9a298759e91f5b4bfcf8e5acfa,.resdat,,020000003e0000000500000000000000
233,/data/shop_chr.resdat,5878272,5878372,100,005159feb5641bd7d1218bfd92305c98d3253ab6a5dffd6305f18baef52b0234,.resdat,,000000003e0000000400000000000000
234,/data/shop_h.cldat,5878784,5878912,128,39efe178b8d718386cd8d9a5fcd5ec5aca0934b6840b7147609dd2e844b97b1a,.cldat,,00000000000000000000000000000000
235,/data/shop_pal.resdat,5879296,5879372,76,8cd4a0abea77d5a26e519d25f416c068930d49dae2ba51bfd180cb5a5b6d6040,.resdat,,010000003e0000000a00000000000000
236,/data/smptm_koori.NANR,5879808,5879971,163,8b86c5a47c78fad0302baee732fb713abf1b3ff0a80e84164514cb20c56aba55,.nanr,NANR animation,524e414efffe0001a300000010000300
237,/data/smptm_koori.NCER,5880320,5880535,215,cab213e4865c507e57a2530d8647b1adaee6f68c33bd28e1b319c95c66435e35,.ncer,NCER cell,5245434efffe0001d700000010000300
238,/data/smptm_koori.NCGR,5880832,5884080,3248,0bbdb832a2e68b212b7d16e2a33422bdd0b6e534691b3f98ed1c0f7461665583,.ncgr,NCGR graphics,5247434efffe0101b00c000010000100
239,/data/smptm_koori.NCLR,5884416,5884968,552,e8b3ecf1147d10858d39b4778e12f7799156b37d355235146bce06c0f7918ba2,.nclr,NCLR palette,524c434efffe00012802000010000100
240,/data/smptm_nemuri.NANR,5885440,5885551,111,02501a6a5ce892afbfaf7aaf1ac388045db6e55ade71548a00cc3a91b7fb3f37,.nanr,NANR animation,524e414efffe00016f00000010000300
241,/data/smptm_nemuri.NCER,5885952,5886051,99,c3325d4ceb81ca33fecea1cf20ff792369cf038863e3875af4305afb6791f7a0,.ncer,NCER cell,5245434efffe00016300000010000300
242,/data/smptm_nemuri.NCGR,5886464,5887024,560,8aedbf79a2c78ed76691eaa997a1a9b409aab774f94d02b928e44282b560a50d,.ncgr,NCGR graphics,5247434efffe01013002000010000100
243,/data/smptm_nemuri.NCLR,5887488,5888040,552,7072a697c60eb373779b149f3113041ff5111d7bb898ec44fd6bd7c62c4ac62d,.nclr,NCLR palette,524c434efffe00012802000010000100
244,/data/str2uni.bin,5888512,5893344,4832,3c6d570b9d985d41b59ddbad47055de139b5c36878cd0746815b0d183853fb5b,.bin,,00ac01ac04ac07ac08ac09ac0aac10ac
245,/data/t3_fl_b.nsbtx,5893632,5894224,592,a11539bf20040b840209de86dde37c3aa1ec26058f5b782da16bf3a0cb663257,.nsbtx,NSBTX texture,42545830fffe01005002000010000100
246,/data/t3_fl_p.nsbtx,5894656,5895248,592,d01550848b0f4124ee32f8279744cbb939f6544747896660b99150c6eeb62b44,.nsbtx,NSBTX texture,42545830fffe01005002000010000100
247,/data/t3_fl_r.nsbtx,5895680,5896272,592,67c4f0ad6b0ba3b4ad9e576cd0739729aa37112639786c774d26e9f2c69a9f5d,.nsbtx,NSBTX texture,42545830fffe01005002000010000100
248,/data/t3_fl_y.nsbtx,5896704,5897296,592,9b3b8aa1df95dc347cc684692c36ad1df49a81815c68b0a0d23cebf4f92d05aa,.nsbtx,NSBTX texture,42545830fffe01005002000010000100
249,/data/test.atr,5897728,5899776,2048,f955bdcb6611c4e3033cf5104e01c732001da4a79e23f7771fc6f0216195bd6e,.atr,Nintendo LZ11,11111111111111111111111111111111
250,/data/tmap_block.dat,5899776,5904148,4372,6f1077e1c1eebcba503361972651c7b4747396d3f3ebfe526ff1a73176101bfb,.dat,,b600000003001a00010016000200ffff
251,/data/tmap_flags.dat,5904384,5905116,732,a1b0002fe43379e9bff3d8e50ce6cbfba185640945f1d523ebe2ba84049b3413,.dat,,b6000000000000000000000000000000
252,/data/tmapn_canm.resdat,5905408,5905556,148,72425a598afa45b0bdddfabab629b5bcb943637671b4ed84b60af97546f60c8a,.resdat,,03000000110000000600000000000000
253,/data/tmapn_celact.cldat,5905920,5906112,192,fd393f5096a32d5931f4654f1eb758ba878749e44a188d30c06a37a24933ea66,.cldat,,00000000010000000000000000000000
254,/data/tmapn_celact.txt,5906432,5906700,268,8152f0391dee4c278cc3a66f526ed03079522533205a636c902166516afe7d42,.txt,Nintendo RLE,302c312c302c302c6e2c6e2c302c302c
255,/data/tmapn_cell.resdat,5906944,5907092,148,ef5015c57fa94c1c7c8c58005f7b067b1b3b7232520f4c640ed248edd281eaf0,.resdat,,02000000110000000500000000000000
256,/data/tmapn_chr.resdat,5907456,5907604,148,38bbe458432e856b8dfac9430db63d10f243d0e914667e5ba3f81202b1da90eb,.resdat,,00000000110000000400000000000000
257,/data/tmapn_pal.resdat,5907968,5908044,76,e27ac43992dec007f7f0eeeb01435a3c55efcc40699fc72749c1e1fba8d5730d,.resdat,,01000000110000000200000000000000
258,/data/tmapn_res_canm.txt,5908480,5908650,170,406713c3a6ca63c7cbb6ea999821dba41ff93ac55c315ee20b551ab86ed97d6d,.txt,,332c312c0d0a31372c362c302c302c09
259,/data/tmapn_res_cell.txt,5908992,5909178,186,60b5ca5d92731d92e53b1dcfba5be6ce71ffefc7352f2674b781bd283c49e3d0,.txt,,322c312c0d0a31372c352c302c302c09
260,/data/tmapn_res_chr.txt,5909504,5909724,220,884025c767a9a17a29aa0fd3d659a8af69d004fab778c988587ae8bec7b5fa12,.txt,Nintendo RLE,302c312c0d0a31372c342c302c302c32
261,/data/tmapn_res_pal.txt,5910016,5910165,149,c7a4e4407de1c66fa9f30e55af1fdfde1b7f018ae55866fdd4f94a0d53c4881b,.txt,,312c312c0d0a31372c322c302c302c31
262,/data/tradelist.narc,5910528,5921396,10868,69ff435241dccf7824b576313f539c64ee48d0b3d148f2926e8f8abc9dca0f5b,.narc,NARC archive,4e415243feff0001742a000010000300
263,/data/trapmark.narc,5921792,5922404,612,6f577df39a0bc2efb3605011ec4b424575c4316d5c361f88a461d7ac89455a79,.narc,NARC archive,4e415243feff00016402000010000300
264,/data/tw_arc_etc.naix,5922816,5924301,1485,b7880f55157a5995e1c3322bdb7bae5a44297667c7ed6ba2e1c744e591f3cbfe,.naix,,2f2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a
265,/data/tw_arc_etc.narc,5924352,5946840,22488,ad6734f1fc98d8db9b787e0e3f3bd7202b02cf1f2e57b900e605ffba43f50424,.narc,NARC archive,4e415243feff0001d857000010000300
266,/data/ug_anim.narc,5946880,5970560,23680,cd49b51638dcf62c8f98725b613496d430b88ceab8c890d152f615548c69fb89,.narc,NARC archive,4e415243feff0001805c000010000300
267,/data/ug_base_cur.nsbmd,5970944,5972628,1684,3a6a9145c00acfda492b047cab5d7ad275c4cda60c58b7a01a72fbe3a3c0a101,.nsbmd,NSBMD model,424d4430fffe02009406000010000200
268,/data/ug_boygirl.NCGR,5972992,5977648,4656,48d58205e3af7664dee5a0391fd9235cf6d6c6e4ea1dc09e3c2c1720b196f8b4,.ncgr,NCGR graphics,5247434efffe00013012000010000100
269,/data/ug_boygirl.NCLR,5978112,5978664,552,5b223381bb291856354054377270449984122dc23178863f25dc13e6e84aab15,.nclr,NCLR palette,524c434efffe00012802000010000100
270,/data/ug_fossil.narc,5979136,5995224,16088,4f48a58a7eaedfe8274d27bc35ca478f9d66e677a8fe766f3fd8ceaaf6642236,.narc,NARC archive,4e415243feff0001d83e000010000300
271,/data/ug_hero.NANR,5995520,5995769,249,9082d4c4ec380836f4b632c390b3920d281b0ca5d88400f7a92110e8b192d5e6,.nanr,NANR animation,524e414efffe0001f900000010000300
272,/data/ug_hero.NCER,5996032,5996297,265,a5ae217f2e4880f1aee8ebf3d3577bf1bef40e22f9c7ff48076dcddfed8ddf47,.ncer,NCER cell,5245434efffe00010901000010000300
273,/data/ug_hole.NANR,5996544,5996758,214,bfd73e8fffad25a2db44e513c11069c0f3d13726d5db00ecd7eb91202009026c,.nanr,NANR animation,524e414efffe0001d600000010000300
274,/data/ug_hole.NCER,5997056,5997218,162,146cc38ba450df40c78773790564d35c3799a8b308b5c3bfd381be7f6920b55b,.ncer,NCER cell,5245434efffe0001a200000010000300
275,/data/ug_hole.NCGR,5997568,5998896,1328,d18c686e78cb6a83168cad8df2ef75a489ad4854dcf9c2e14add46868f7daae6,.ncgr,NCGR graphics,5247434efffe00013005000010000100
276,/data/ug_parts.narc,5999104,6132124,133020,6aef71920a64161cb0879222c36a89a2b6a2be34db605b8ad68766c2b5f2c68d,.narc,NARC archive,4e415243feff00019c07020010000300
277,/data/ug_radar.narc,6132224,6146664,14440,38c022b32cbfb6be13a80aef230dceb386785284da947a1357a44d8a6019fec2,.narc,NARC archive,4e415243feff00016838000010000300
278,/data/ug_trap.narc,6147072,6268844,121772,41fd698d83b7f883100b7cd2d2796486ac6fd2293da4736e1fda7bbaee571fc3,.narc,NARC archive,4e415243feff0001acdb010010000300
279,/data/ugeffect_obj_graphic.narc,6268928,6288744,19816,07cd66cad70cdd6923f3d34104357501e0ea3b7ff63abc4ebdaacbbcb3549ec7,.narc,NARC archive,4e415243feff0001684d000010000300
280,/data/uground_cell.resdat,6288896,6288972,76,0c50e13f1dbcb0851e33cf7ef4a77ea35c42699eaef90e356150990478924e38,.resdat,,020000002f0000000500000000000000
281,/data/uground_cellanm.resdat,6289408,6289484,76,6190918be0b8fa7b3ba260ac05ebad1916229248157803c65fa038cec2f2c636,.resdat,,030000002f0000000400000000000000
282,/data/uground_char.resdat,6289920,6289996,76,badc16d06b427eb138241e53ad783835a0ba4149125e4649c89a5ad2a0861461,.resdat,,000000002f0000000000000000000000
283,/data/uground_char2.resdat,6290432,6290508,76,66ca5e25a5e8df7eea64adb0d7418ea423ac1c8c969336be267b5ee064c8a617,.resdat,,000000002f0000000200000000000000
284,/data/uground_clact.cldat,6290944,6291040,96,e2fbcefbe3bbc036c8471198c98595e364ef428711dfc428558417edae75c322,.cldat,,00000000000000000000000000000000
285,/data/uground_pltt.resdat,6291456,6291508,52,d5fc6e80c4477cc6d53399932068fa32203020c22ecae81849b366aae12e34a0,.resdat,,010000002f0000000100000000000000
286,/data/uground_pltt2.resdat,6291968,6292020,52,cae65e73a4ac3ccbf8f7b82dfd96a1b1bf04fe0f2227bee08eccfb569fe3e2a8,.resdat,,010000002f0000000300000000000000
287,/data/ugroundeffect.naix,6292480,6293245,765,e41f4e6c1ecb4bedb1c1cf4e388c993d0063df4282671bab8e59bb551d463a0a,.naix,,2f2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a
288,/data/ugroundeffect.narc,6293504,6294116,612,904264a60b0b974ea408b3b491bc86a53327f23fe743b0aac731e3ff432b4297,.narc,NARC archive,4e415243feff00016402000010000300
289,/data/underg_radar.narc,6294528,6336052,41524,f02b453a55678f112c31b7a78b794d132b25212641a767f83f3cf42017cd704d,.narc,NARC archive,4e415243feff000134a2000010000300
290,/data/UTF16.dat,4413952,4414442,490,2e66cc1325a472ba8de7c88562216f02f6d478743f29e99732c2c58a10bfc728,.dat,,fffe0030413042304330443045304630
291,/data/utility.bin,6336512,7266364,929852,db8ee36170897f60791f713b7669c50a125e62c6ad775fda98466c85fe48e81e,.bin,Nintendo LZ10,10000000a8170000c0170000500c0000
292,/data/weather_sys.narc,7266816,7345136,78320,acd4b6b193287ba420037be4ed56567d4c4ab2a1166cc815ccb67398b822905e,.narc,NARC archive,4e415243feff0001f031010010000300
